UID,Recomend
5697,"[[98], [98, 72, 100, 6, 89, 41, 76, 73, 83, 21]]"
5698,"[[100], [100, 85, 27, 50, 53, 31, 72, 80, 61, 49]]"
5699,"[[53], [53, 54, 32, 80, 62, 61, 68, 66, 76, 65]]"
5700,"[[7], [7, 29, 50, 5, 78, 11, 72, 89, 83, 35]]"
5701,"[[89], [89, 32, 54, 72, 76, 53, 62, 50, 49, 97]]"
5702,"[[89], [89, 32, 62, 50, 53, 49, 68, 36, 72, 54]]"
5703,"[[89], [89, 94, 72, 97, 91, 93, 95, 96, 50, 76]]"
5704,"[[50], [50, 36, 27, 89, 54, 35, 29, 81, 72, 93]]"
5705,"[[81], [81, 89, 97, 91, 94, 72, 3, 10, 55, 76]]"
5706,"[[92], [92, 73, 90, 80, 89, 6, 47, 78, 76, 28]]"
5707,"[[65], [65, 80, 73, 21, 27, 100, 14, 34, 31, 53]]"
5708,"[[7], [7, 10, 18, 89, 50, 35, 62, 19, 97, 36]]"
5709,"[[50], [50, 29, 53, 35, 21, 65, 36, 27, 83, 42]]"
5710,"[[61], [61, 53, 31, 73, 32, 54, 6, 80, 72, 49]]"
5711,"[[27], [27, 62, 61, 32, 54, 50, 49, 53, 31, 36]]"
5712,"[[60], [60, 50, 46, 29, 49, 42, 62, 53, 32, 54]]"
5713,"[[29], [29, 50, 36, 35, 89, 7, 10, 8, 32, 53]]"
5714,"[[50], [50, 53, 62, 49, 35, 81, 69, 54, 66, 68]]"
5715,"[[48], [48, 28, 68, 94, 54, 47, 62, 11, 49, 63]]"
5716,"[[56], [56, 49, 50, 62, 68, 66, 42, 28, 53, 26]]"
5717,"[[50], [50, 89, 93, 97, 72, 94, 40, 21, 36, 91]]"
5718,"[[31], [31, 50, 53, 27, 65, 21, 36, 69, 35, 29]]"
5719,"[[10], [10, 65, 36, 22, 3, 55, 44, 50, 53, 34]]"
5720,"[[94], [94, 97, 62, 86, 68, 47, 96, 28, 9, 55]]"
5721,"[[89], [89, 97, 90, 95, 63, 94, 93, 62, 60, 47]]"
5722,"[[53], [53, 66, 62, 50, 68, 42, 35, 12, 54, 32]]"
5723,"[[10], [10, 11, 27, 3, 36, 62, 40, 50, 1, 23]]"
5724,"[[62], [62, 68, 47, 49, 53, 89, 32, 54, 61, 66]]"
5725,"[[62], [62, 32, 55, 54, 47, 49, 89, 94, 6, 61]]"
5726,"[[50], [50, 27, 62, 49, 71, 81, 68, 89, 35, 36]]"
5727,"[[53], [53, 50, 29, 35, 65, 81, 36, 27, 21, 32]]"
5728,"[[49], [49, 32, 50, 29, 62, 68, 28, 89, 54, 53]]"
5729,"[[7], [7, 50, 19, 93, 89, 32, 36, 97, 72, 35]]"
5730,"[[53], [53, 83, 72, 76, 21, 14, 42, 50, 81, 35]]"
5731,"[[50], [50, 53, 98, 95, 35, 44, 87, 96, 57, 36]]"
5732,"[[94], [94, 62, 19, 91, 20, 89, 95, 99, 86, 96]]"
5733,"[[27], [27, 50, 65, 53, 35, 29, 36, 54, 72, 32]]"
5734,"[[50], [50, 29, 35, 53, 32, 49, 21, 81, 31, 72]]"
5735,"[[8], [8, 15, 91, 16, 89, 50, 18, 29, 60, 13]]"
5736,"[[83], [83, 76, 89, 72, 53, 78, 54, 32, 50, 73]]"
5737,"[[27], [27, 31, 53, 36, 80, 81, 65, 72, 50, 5]]"
5738,"[[50], [50, 29, 36, 10, 7, 60, 94, 32, 13, 35]]"
5739,"[[7], [7, 50, 78, 97, 89, 91, 85, 54, 100, 3]]"
5740,"[[62], [62, 49, 68, 54, 32, 61, 66, 47, 53, 28]]"
5741,"[[100], [100, 98, 31, 29, 50, 21, 27, 36, 72, 83]]"
5742,"[[50], [50, 27, 36, 10, 53, 65, 31, 21, 5, 46]]"
5743,"[[27], [27, 50, 36, 5, 89, 10, 88, 81, 91, 15]]"
5744,"[[73], [73, 80, 78, 72, 81, 89, 85, 100, 87, 92]]"
5745,"[[10], [10, 63, 64, 37, 1, 89, 8, 28, 3, 23]]"
5746,"[[29], [29, 50, 35, 7, 89, 53, 83, 65, 21, 36]]"
5747,"[[80], [80, 73, 27, 61, 78, 79, 31, 87, 6, 85]]"
5748,"[[10], [10, 75, 3, 23, 9, 67, 94, 44, 95, 18]]"
5749,"[[6], [6, 11, 3, 14, 100, 25, 40, 52, 51, 4]]"
5750,"[[62], [62, 87, 49, 50, 54, 68, 32, 89, 53, 61]]"
5751,"[[89], [89, 97, 87, 8, 94, 88, 86, 93, 50, 83]]"
5752,"[[10], [10, 29, 55, 11, 50, 21, 36, 91, 65, 22]]"
5753,"[[27], [27, 29, 36, 65, 31, 100, 50, 35, 21, 53]]"
5754,"[[71], [71, 89, 68, 63, 7, 48, 62, 32, 50, 28]]"
5755,"[[36], [36, 10, 50, 32, 60, 89, 53, 29, 75, 76]]"
5756,"[[100], [100, 21, 65, 78, 98, 83, 50, 42, 85, 27]]"
5757,"[[48], [48, 60, 8, 89, 62, 1, 32, 63, 11, 64]]"
5758,"[[21], [21, 100, 98, 29, 83, 50, 5, 65, 17, 42]]"
5759,"[[31], [31, 50, 27, 35, 81, 66, 21, 14, 36, 72]]"
5760,"[[21], [21, 65, 100, 50, 83, 53, 5, 14, 29, 31]]"
5761,"[[100], [100, 31, 29, 50, 21, 27, 36, 65, 49, 54]]"
5762,"[[11], [11, 10, 31, 1, 3, 41, 61, 6, 27, 38]]"
5763,"[[94], [94, 6, 67, 55, 86, 41, 9, 22, 10, 38]]"
5764,"[[83], [83, 81, 54, 72, 65, 76, 29, 98, 100, 85]]"
5765,"[[54], [54, 50, 29, 27, 89, 32, 72, 53, 36, 65]]"
5766,"[[89], [89, 81, 50, 87, 27, 36, 91, 88, 72, 93]]"
5767,"[[89], [89, 87, 35, 66, 91, 29, 88, 71, 50, 62]]"
5768,"[[27], [27, 73, 5, 78, 85, 80, 31, 61, 100, 36]]"
5769,"[[53], [53, 27, 50, 14, 54, 61, 76, 32, 31, 83]]"
5770,"[[50], [50, 89, 72, 53, 62, 54, 35, 32, 49, 76]]"
5771,"[[89], [89, 32, 91, 62, 88, 94, 50, 49, 96, 93]]"
5772,"[[36], [36, 50, 27, 31, 32, 66, 53, 61, 69, 62]]"
5773,"[[53], [53, 89, 72, 83, 76, 50, 32, 80, 65, 21]]"
5774,"[[14], [14, 50, 53, 62, 89, 12, 72, 22, 35, 69]]"
5775,"[[22], [22, 10, 23, 50, 85, 94, 87, 78, 73, 72]]"
5776,"[[89], [89, 27, 62, 72, 83, 50, 14, 53, 35, 36]]"
5777,"[[10], [10, 22, 46, 41, 9, 60, 100, 45, 55, 48]]"
5778,"[[89], [89, 96, 88, 97, 76, 72, 7, 95, 93, 94]]"
5779,"[[89], [89, 54, 62, 53, 47, 32, 83, 14, 72, 50]]"
5780,"[[60], [60, 10, 50, 62, 36, 49, 48, 94, 15, 86]]"
5781,"[[89], [89, 62, 53, 32, 36, 68, 93, 91, 66, 27]]"
5782,"[[89], [89, 53, 50, 62, 32, 35, 68, 72, 93, 49]]"
5783,"[[27], [27, 50, 36, 53, 62, 31, 72, 89, 93, 35]]"
5784,"[[2], [2, 100, 3, 10, 1, 31, 11, 22, 55, 51]]"
5785,"[[2], [2, 29, 21, 50, 100, 3, 11, 40, 25, 27]]"
5786,"[[50], [50, 62, 32, 56, 68, 89, 49, 71, 35, 29]]"
5787,"[[50], [50, 53, 32, 49, 62, 68, 89, 54, 35, 66]]"
5788,"[[85], [85, 83, 89, 72, 76, 78, 100, 91, 73, 93]]"
5789,"[[62], [62, 68, 27, 49, 28, 66, 47, 48, 10, 36]]"
5790,"[[50], [50, 22, 25, 14, 42, 26, 21, 46, 29, 2]]"
5791,"[[63], [63, 41, 28, 6, 48, 30, 23, 45, 47, 62]]"
5792,"[[32], [32, 62, 54, 94, 68, 89, 49, 72, 78, 47]]"
5793,"[[7], [7, 29, 50, 89, 35, 71, 2, 1, 36, 62]]"
5794,"[[14], [14, 31, 65, 50, 53, 49, 21, 29, 61, 69]]"
5795,"[[100], [100, 81, 27, 50, 31, 5, 29, 73, 65, 72]]"
5796,"[[51], [51, 21, 4, 34, 52, 98, 22, 25, 39, 100]]"
5797,"[[50], [50, 49, 62, 69, 56, 35, 12, 53, 29, 42]]"
5798,"[[29], [29, 50, 7, 49, 32, 89, 100, 35, 48, 36]]"
5799,"[[83], [83, 65, 78, 80, 21, 79, 98, 14, 76, 72]]"
5800,"[[50], [50, 29, 7, 89, 27, 36, 35, 53, 91, 32]]"
5801,"[[29], [29, 32, 53, 50, 35, 36, 54, 56, 14, 69]]"
5802,"[[50], [50, 89, 32, 53, 72, 35, 36, 29, 93, 49]]"
5803,"[[50], [50, 42, 72, 97, 46, 89, 53, 21, 76, 62]]"
5804,"[[55], [55, 54, 10, 62, 65, 47, 38, 49, 14, 28]]"
5805,"[[29], [29, 50, 35, 36, 32, 53, 62, 1, 27, 89]]"
5806,"[[94], [94, 86, 89, 62, 95, 32, 78, 97, 93, 88]]"
5807,"[[83], [83, 75, 100, 11, 78, 3, 4, 73, 14, 98]]"
5808,"[[50], [50, 29, 36, 89, 35, 15, 53, 27, 72, 81]]"
5809,"[[22], [22, 46, 50, 42, 55, 21, 65, 10, 49, 62]]"
5810,"[[7], [7, 15, 5, 8, 27, 36, 50, 89, 19, 29]]"
5811,"[[62], [62, 68, 84, 48, 66, 49, 32, 50, 36, 69]]"
5812,"[[50], [50, 35, 29, 27, 36, 53, 66, 32, 54, 31]]"
5813,"[[27], [27, 87, 49, 50, 62, 83, 89, 72, 68, 66]]"
5814,"[[50], [50, 29, 27, 32, 35, 36, 53, 49, 65, 31]]"
5815,"[[14], [14, 81, 42, 26, 34, 12, 21, 46, 39, 53]]"
5816,"[[89], [89, 88, 91, 92, 71, 63, 28, 87, 93, 96]]"
5817,"[[81], [81, 83, 87, 72, 49, 50, 89, 82, 85, 76]]"
5818,"[[62], [62, 23, 28, 48, 6, 47, 61, 68, 63, 38]]"
5819,"[[15], [15, 44, 86, 60, 88, 97, 37, 13, 89, 1]]"
5820,"[[50], [50, 53, 94, 89, 36, 35, 27, 95, 81, 72]]"
5821,"[[50], [50, 53, 32, 29, 54, 65, 36, 27, 21, 72]]"
5822,"[[10], [10, 2, 1, 22, 25, 46, 31, 3, 50, 44]]"
5823,"[[50], [50, 29, 53, 35, 21, 36, 56, 69, 42, 2]]"
5824,"[[65], [65, 27, 79, 62, 47, 5, 49, 21, 54, 20]]"
5825,"[[10], [10, 50, 29, 38, 94, 60, 46, 22, 1, 15]]"
5826,"[[29], [29, 7, 60, 97, 50, 15, 1, 63, 2, 32]]"
5827,"[[48], [48, 89, 50, 63, 10, 23, 11, 38, 62, 35]]"
5828,"[[27], [27, 65, 89, 31, 78, 80, 61, 54, 62, 36]]"
5829,"[[48], [48, 62, 54, 40, 28, 49, 27, 50, 89, 12]]"
5830,"[[31], [31, 27, 2, 36, 11, 3, 50, 21, 53, 61]]"
5831,"[[32], [32, 62, 27, 61, 68, 48, 54, 89, 49, 6]]"
5832,"[[35], [35, 27, 65, 71, 50, 14, 12, 29, 54, 62]]"
5833,"[[89], [89, 76, 62, 32, 53, 72, 91, 47, 68, 88]]"
5834,"[[65], [65, 54, 66, 62, 49, 61, 28, 68, 89, 31]]"
5835,"[[81], [81, 50, 100, 21, 72, 29, 31, 78, 27, 98]]"
5836,"[[89], [89, 62, 91, 32, 68, 66, 54, 8, 50, 36]]"
5837,"[[29], [29, 81, 83, 50, 89, 98, 91, 35, 87, 76]]"
5838,"[[5], [5, 89, 94, 62, 78, 10, 87, 40, 32, 91]]"
5839,"[[36], [36, 50, 89, 32, 62, 27, 53, 35, 10, 49]]"
5840,"[[29], [29, 50, 53, 35, 49, 89, 72, 32, 69, 54]]"
5841,"[[22], [22, 10, 38, 50, 65, 31, 49, 27, 25, 21]]"
5842,"[[31], [31, 36, 27, 50, 100, 5, 3, 7, 29, 11]]"
5843,"[[10], [10, 55, 65, 1, 50, 8, 2, 27, 22, 87]]"
5844,"[[29], [29, 50, 21, 35, 7, 53, 14, 65, 56, 42]]"
5845,"[[29], [29, 1, 10, 8, 50, 7, 36, 5, 35, 15]]"
5846,"[[81], [81, 94, 86, 60, 10, 67, 97, 95, 91, 50]]"
5847,"[[50], [50, 53, 36, 89, 29, 32, 35, 27, 62, 49]]"
5848,"[[29], [29, 40, 21, 11, 50, 100, 14, 54, 7, 42]]"
5849,"[[73], [73, 80, 78, 6, 75, 72, 76, 85, 100, 61]]"
5850,"[[31], [31, 27, 65, 100, 89, 50, 78, 6, 36, 98]]"
5851,"[[89], [89, 78, 80, 73, 81, 76, 83, 72, 79, 54]]"
5852,"[[36], [36, 27, 50, 31, 65, 29, 66, 53, 5, 35]]"
5853,"[[27], [27, 100, 78, 85, 89, 73, 31, 11, 51, 36]]"
5854,"[[89], [89, 93, 97, 62, 32, 91, 35, 50, 95, 53]]"
5855,"[[62], [62, 89, 10, 48, 68, 93, 60, 49, 97, 50]]"
5856,"[[89], [89, 72, 81, 50, 100, 23, 85, 91, 87, 27]]"
5857,"[[27], [27, 50, 36, 72, 89, 31, 78, 32, 53, 76]]"
5858,"[[50], [50, 65, 46, 21, 25, 34, 29, 27, 42, 14]]"
5859,"[[7], [7, 50, 29, 32, 89, 18, 35, 10, 97, 36]]"
5860,"[[62], [62, 31, 61, 27, 54, 49, 50, 66, 36, 69]]"
5861,"[[60], [60, 89, 94, 10, 8, 86, 91, 95, 97, 62]]"
5862,"[[31], [31, 27, 50, 36, 65, 46, 54, 69, 49, 29]]"
5863,"[[48], [48, 62, 60, 49, 68, 63, 38, 10, 28, 32]]"
5864,"[[73], [73, 95, 72, 80, 6, 50, 65, 78, 96, 62]]"
5865,"[[62], [62, 49, 50, 42, 21, 68, 78, 48, 85, 32]]"
5866,"[[34], [34, 87, 65, 27, 83, 72, 12, 85, 21, 100]]"
5867,"[[31], [31, 61, 27, 65, 6, 21, 50, 36, 53, 54]]"
5868,"[[80], [80, 76, 73, 83, 75, 78, 89, 72, 85, 81]]"
5869,"[[5], [5, 89, 32, 78, 27, 50, 76, 36, 53, 83]]"
5870,"[[50], [50, 29, 89, 91, 53, 65, 35, 36, 72, 32]]"
5871,"[[10], [10, 50, 36, 11, 46, 3, 32, 29, 27, 1]]"
5872,"[[48], [48, 11, 49, 62, 28, 40, 23, 83, 63, 82]]"
5873,"[[89], [89, 97, 19, 94, 18, 7, 62, 50, 48, 72]]"
5874,"[[98], [98, 100, 71, 49, 89, 99, 72, 80, 78, 90]]"
5875,"[[81], [81, 94, 10, 38, 2, 50, 86, 88, 1, 87]]"
5876,"[[50], [50, 53, 32, 62, 68, 89, 35, 61, 66, 49]]"
5877,"[[50], [50, 29, 5, 27, 21, 36, 35, 65, 31, 53]]"
5878,"[[47], [47, 89, 62, 91, 49, 97, 54, 41, 63, 28]]"
5879,"[[31], [31, 65, 54, 49, 27, 62, 61, 66, 28, 68]]"
5880,"[[10], [10, 60, 44, 55, 9, 94, 1, 3, 67, 64]]"
5881,"[[66], [66, 62, 28, 49, 68, 65, 89, 12, 47, 14]]"
5882,"[[29], [29, 50, 5, 36, 27, 35, 31, 81, 13, 65]]"
5883,"[[89], [89, 54, 62, 32, 48, 28, 55, 47, 97, 94]]"
5884,"[[50], [50, 53, 72, 65, 29, 49, 27, 42, 35, 54]]"
5885,"[[89], [89, 54, 62, 91, 93, 32, 61, 68, 50, 49]]"
5886,"[[40], [40, 29, 11, 32, 21, 50, 27, 49, 54, 39]]"
5887,"[[62], [62, 49, 32, 29, 50, 66, 68, 54, 48, 61]]"
5888,"[[28], [28, 62, 68, 94, 47, 63, 90, 89, 86, 92]]"
5889,"[[89], [89, 50, 53, 29, 7, 35, 91, 32, 95, 65]]"
5890,"[[62], [62, 32, 50, 36, 49, 27, 68, 53, 66, 89]]"
5891,"[[41], [41, 22, 10, 83, 81, 23, 5, 60, 1, 40]]"
5892,"[[50], [50, 29, 54, 89, 32, 72, 49, 42, 21, 53]]"
5893,"[[50], [50, 36, 32, 29, 89, 54, 35, 27, 53, 81]]"
5894,"[[50], [50, 10, 35, 53, 66, 36, 32, 61, 62, 27]]"
5895,"[[72], [72, 78, 84, 82, 85, 73, 83, 49, 50, 87]]"
5896,"[[54], [54, 62, 65, 61, 49, 22, 66, 38, 14, 28]]"
5897,"[[81], [81, 46, 50, 21, 42, 22, 100, 72, 31, 41]]"
5898,"[[10], [10, 50, 7, 36, 29, 66, 35, 27, 8, 48]]"
5899,"[[14], [14, 47, 6, 12, 11, 28, 41, 70, 3, 61]]"
5900,"[[89], [89, 32, 50, 36, 62, 27, 53, 54, 35, 72]]"
5901,"[[27], [27, 36, 50, 31, 65, 62, 29, 32, 54, 85]]"
5902,"[[89], [89, 32, 62, 54, 47, 76, 6, 49, 68, 72]]"
5903,"[[50], [50, 29, 10, 36, 27, 35, 89, 1, 88, 60]]"
5904,"[[62], [62, 68, 89, 93, 91, 32, 50, 95, 47, 49]]"
5905,"[[53], [53, 49, 50, 54, 32, 62, 31, 61, 69, 68]]"
5906,"[[29], [29, 50, 35, 36, 27, 31, 65, 54, 46, 53]]"
5907,"[[50], [50, 49, 29, 35, 62, 68, 32, 48, 56, 53]]"
5908,"[[89], [89, 72, 76, 78, 6, 94, 81, 96, 62, 73]]"
5909,"[[62], [62, 54, 89, 32, 49, 68, 50, 53, 69, 29]]"
5910,"[[81], [81, 89, 98, 72, 76, 50, 97, 27, 78, 73]]"
5911,"[[65], [65, 27, 89, 31, 54, 100, 61, 80, 53, 36]]"
5912,"[[73], [73, 80, 78, 87, 72, 76, 79, 92, 77, 75]]"
5913,"[[89], [89, 62, 28, 47, 68, 49, 54, 99, 97, 91]]"
5914,"[[27], [27, 61, 31, 65, 6, 12, 66, 36, 62, 54]]"
5915,"[[29], [29, 65, 50, 54, 14, 42, 35, 36, 46, 53]]"
5916,"[[53], [53, 50, 27, 36, 35, 62, 32, 89, 21, 65]]"
5917,"[[89], [89, 50, 88, 78, 72, 76, 87, 32, 91, 7]]"
5918,"[[54], [54, 61, 49, 62, 65, 68, 53, 31, 32, 27]]"
5919,"[[49], [49, 32, 48, 62, 54, 53, 68, 50, 14, 65]]"
5920,"[[29], [29, 50, 11, 36, 35, 40, 27, 10, 2, 21]]"
5921,"[[97], [97, 89, 99, 95, 96, 63, 47, 90, 72, 91]]"
5922,"[[10], [10, 6, 23, 38, 30, 11, 57, 70, 22, 62]]"
5923,"[[50], [50, 35, 29, 31, 36, 27, 56, 69, 53, 2]]"
5924,"[[50], [50, 49, 54, 89, 29, 62, 31, 56, 35, 53]]"
5925,"[[100], [100, 51, 3, 21, 52, 31, 11, 98, 2, 29]]"
5926,"[[50], [50, 29, 7, 10, 53, 36, 35, 32, 21, 27]]"
5927,"[[62], [62, 50, 47, 66, 89, 53, 35, 68, 56, 6]]"
5928,"[[89], [89, 91, 50, 29, 54, 3, 100, 93, 14, 97]]"
5929,"[[27], [27, 5, 36, 35, 87, 78, 50, 66, 31, 72]]"
5930,"[[65], [65, 21, 42, 50, 53, 34, 22, 14, 78, 39]]"
5931,"[[50], [50, 29, 69, 53, 56, 32, 36, 35, 49, 31]]"
5932,"[[31], [31, 49, 61, 27, 21, 65, 62, 54, 66, 48]]"
5933,"[[94], [94, 97, 91, 95, 76, 71, 89, 72, 96, 14]]"
5934,"[[27], [27, 31, 65, 36, 50, 80, 61, 54, 53, 81]]"
5935,"[[21], [21, 50, 89, 5, 65, 83, 29, 42, 35, 53]]"
5936,"[[27], [27, 65, 50, 98, 72, 31, 54, 53, 36, 100]]"
5937,"[[31], [31, 6, 61, 22, 81, 52, 55, 100, 49, 21]]"
5938,"[[53], [53, 32, 50, 36, 27, 61, 35, 76, 66, 54]]"
5939,"[[27], [27, 36, 50, 65, 31, 54, 61, 53, 62, 32]]"
5940,"[[29], [29, 36, 50, 31, 27, 65, 35, 53, 69, 61]]"
5941,"[[50], [50, 65, 53, 29, 35, 27, 54, 69, 32, 62]]"
5942,"[[62], [62, 68, 49, 89, 77, 16, 53, 94, 92, 78]]"
5943,"[[53], [53, 31, 21, 27, 100, 80, 36, 61, 65, 5]]"
5944,"[[41], [41, 100, 55, 22, 91, 5, 81, 10, 31, 51]]"
5945,"[[50], [50, 27, 89, 36, 32, 29, 72, 35, 88, 76]]"
5946,"[[50], [50, 36, 72, 31, 27, 80, 61, 78, 32, 76]]"
5947,"[[54], [54, 48, 49, 62, 32, 50, 89, 11, 14, 47]]"
5948,"[[50], [50, 27, 80, 81, 29, 53, 65, 73, 72, 35]]"
5949,"[[36], [36, 27, 50, 31, 89, 100, 61, 3, 32, 53]]"
5950,"[[29], [29, 50, 7, 36, 60, 31, 2, 27, 35, 8]]"
5951,"[[11], [11, 62, 50, 49, 27, 48, 65, 66, 10, 35]]"
5952,"[[50], [50, 32, 54, 53, 36, 27, 62, 29, 19, 68]]"
5953,"[[19], [19, 7, 27, 50, 36, 62, 48, 32, 89, 35]]"
5954,"[[89], [89, 32, 50, 49, 62, 63, 56, 45, 68, 48]]"
5955,"[[89], [89, 32, 83, 49, 54, 53, 68, 62, 50, 29]]"
5956,"[[19], [19, 7, 63, 32, 62, 28, 48, 89, 68, 20]]"
5957,"[[10], [10, 50, 60, 94, 36, 32, 62, 48, 49, 27]]"
5958,"[[62], [62, 49, 50, 53, 10, 32, 68, 42, 66, 46]]"
5959,"[[50], [50, 62, 49, 68, 32, 53, 69, 66, 29, 36]]"
5960,"[[97], [97, 69, 50, 53, 94, 54, 89, 32, 96, 46]]"
5961,"[[50], [50, 89, 36, 29, 35, 32, 53, 69, 27, 95]]"
5962,"[[50], [50, 89, 53, 49, 62, 54, 32, 93, 68, 69]]"
5963,"[[89], [89, 76, 83, 85, 78, 72, 73, 80, 87, 100]]"
5964,"[[65], [65, 53, 50, 81, 35, 29, 14, 42, 72, 21]]"
5965,"[[87], [87, 1, 62, 66, 48, 31, 50, 88, 89, 36]]"
5966,"[[62], [62, 68, 66, 28, 89, 47, 49, 53, 91, 92]]"
5967,"[[50], [50, 10, 36, 22, 29, 35, 31, 38, 56, 62]]"
5968,"[[62], [62, 71, 68, 49, 47, 42, 90, 92, 96, 53]]"
5969,"[[89], [89, 83, 29, 35, 91, 87, 93, 50, 88, 65]]"
5970,"[[50], [50, 29, 32, 54, 89, 53, 36, 35, 27, 49]]"
5971,"[[76], [76, 72, 54, 14, 47, 50, 32, 11, 94, 97]]"
5972,"[[73], [73, 5, 27, 78, 72, 50, 80, 76, 87, 89]]"
5973,"[[27], [27, 31, 65, 61, 14, 12, 54, 49, 47, 6]]"
5974,"[[3], [3, 11, 29, 50, 21, 36, 40, 10, 100, 35]]"
5975,"[[29], [29, 2, 63, 7, 35, 50, 8, 11, 10, 32]]"
5976,"[[50], [50, 49, 42, 89, 72, 29, 100, 63, 98, 21]]"
5977,"[[14], [14, 42, 54, 26, 39, 50, 21, 49, 32, 12]]"
5978,"[[78], [78, 50, 72, 89, 87, 80, 85, 73, 27, 88]]"
5979,"[[50], [50, 62, 49, 32, 54, 53, 27, 31, 65, 36]]"
5980,"[[10], [10, 62, 89, 55, 9, 67, 94, 32, 68, 86]]"
5981,"[[65], [65, 50, 62, 42, 12, 53, 66, 35, 69, 34]]"
5982,"[[50], [50, 32, 62, 49, 29, 54, 68, 56, 53, 66]]"
5983,"[[94], [94, 89, 86, 90, 91, 95, 88, 82, 93, 78]]"
5984,"[[7], [7, 50, 35, 29, 36, 10, 23, 19, 32, 3]]"
5985,"[[27], [27, 50, 53, 32, 54, 36, 61, 31, 62, 29]]"
5986,"[[29], [29, 50, 36, 31, 49, 27, 54, 35, 32, 53]]"
5987,"[[89], [89, 27, 50, 36, 93, 35, 91, 62, 29, 31]]"
5988,"[[50], [50, 89, 29, 72, 7, 76, 36, 53, 35, 81]]"
5989,"[[50], [50, 89, 29, 72, 35, 83, 53, 32, 54, 93]]"
5990,"[[83], [83, 72, 77, 73, 39, 99, 78, 49, 89, 84]]"
5991,"[[78], [78, 39, 50, 42, 49, 72, 45, 97, 63, 28]]"
5992,"[[89], [89, 97, 50, 72, 81, 36, 76, 88, 62, 94]]"
5993,"[[22], [22, 65, 50, 67, 34, 46, 53, 42, 10, 66]]"
5994,"[[83], [83, 95, 97, 89, 72, 93, 76, 94, 98, 90]]"
5995,"[[89], [89, 95, 91, 10, 62, 38, 50, 94, 32, 93]]"
5996,"[[83], [83, 53, 72, 76, 35, 29, 50, 65, 66, 32]]"
5997,"[[89], [89, 62, 68, 66, 32, 48, 93, 61, 28, 54]]"
5998,"[[50], [50, 29, 53, 81, 46, 21, 54, 49, 36, 31]]"
5999,"[[10], [10, 91, 55, 9, 3, 22, 23, 88, 87, 38]]"
6000,"[[94], [94, 27, 89, 5, 78, 31, 62, 72, 32, 76]]"
6001,"[[80], [80, 61, 6, 73, 66, 62, 68, 78, 31, 49]]"
6002,"[[53], [53, 69, 50, 49, 31, 6, 62, 54, 32, 21]]"
6003,"[[29], [29, 50, 36, 32, 7, 54, 35, 31, 27, 100]]"
6004,"[[83], [83, 72, 98, 14, 39, 78, 100, 76, 73, 21]]"
6005,"[[62], [62, 94, 47, 50, 72, 32, 48, 71, 97, 68]]"
6006,"[[94], [94, 89, 97, 76, 91, 96, 54, 27, 98, 72]]"
6007,"[[89], [89, 76, 72, 88, 32, 93, 97, 95, 78, 90]]"
6008,"[[50], [50, 55, 36, 29, 27, 35, 46, 97, 53, 10]]"
6009,"[[8], [8, 29, 15, 13, 7, 50, 5, 89, 36, 35]]"
6010,"[[50], [50, 14, 1, 72, 83, 12, 39, 87, 2, 22]]"
6011,"[[62], [62, 89, 50, 49, 53, 32, 69, 47, 54, 72]]"
6012,"[[50], [50, 31, 29, 27, 49, 35, 14, 36, 65, 21]]"
6013,"[[27], [27, 89, 50, 36, 35, 32, 76, 31, 29, 87]]"
6014,"[[61], [61, 27, 31, 36, 93, 80, 89, 87, 73, 53]]"
6015,"[[98], [98, 50, 39, 53, 72, 73, 21, 42, 80, 78]]"
6016,"[[62], [62, 55, 50, 36, 46, 27, 48, 68, 47, 49]]"
6017,"[[50], [50, 10, 36, 62, 32, 53, 56, 66, 35, 69]]"
6018,"[[81], [81, 100, 31, 21, 51, 10, 65, 34, 27, 11]]"
6019,"[[91], [91, 55, 10, 89, 62, 47, 14, 54, 97, 95]]"
6020,"[[73], [73, 98, 78, 80, 52, 21, 81, 83, 39, 79]]"
6021,"[[28], [28, 54, 62, 68, 48, 47, 94, 97, 96, 63]]"
6022,"[[89], [89, 91, 50, 1, 88, 93, 72, 87, 94, 97]]"
6023,"[[50], [50, 36, 29, 27, 53, 35, 31, 32, 21, 66]]"
6024,"[[53], [53, 50, 83, 65, 72, 69, 66, 76, 35, 31]]"
6025,"[[27], [27, 36, 35, 29, 50, 66, 65, 10, 31, 61]]"
6026,"[[63], [63, 28, 40, 89, 48, 90, 60, 62, 93, 11]]"
6027,"[[89], [89, 80, 81, 87, 76, 54, 73, 61, 92, 53]]"
6028,"[[89], [89, 54, 87, 91, 93, 88, 62, 85, 49, 32]]"
6029,"[[47], [47, 54, 97, 46, 76, 28, 89, 72, 96, 14]]"
6030,"[[89], [89, 62, 50, 36, 35, 32, 29, 53, 68, 49]]"
6031,"[[89], [89, 62, 18, 32, 8, 63, 48, 68, 28, 15]]"
6032,"[[97], [97, 89, 50, 88, 93, 96, 94, 76, 72, 86]]"
6033,"[[29], [29, 83, 50, 89, 7, 35, 53, 76, 72, 36]]"
6034,"[[25], [25, 50, 69, 46, 2, 45, 10, 53, 22, 6]]"
6035,"[[71], [71, 68, 28, 62, 89, 49, 47, 90, 63, 48]]"
6036,"[[6], [6, 47, 70, 28, 80, 72, 89, 61, 62, 12]]"
6037,"[[10], [10, 8, 1, 5, 3, 11, 2, 29, 44, 35]]"
